experiment_name,condition,round,agent_id,opponent_id,game,action,opponent_action,payoff,cumulative_payoff,reputation,temperature,reflection_depth,risk_tendency,mode,confidence,risk_level,reason,is_malicious
rex_baseline,fixed_mid_temperature,1,19,5,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,1,medium,fixed,0.6749021517428198,0.5,"standard mock policy chose cooperate; p_cooperate=0.675, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,12,14,prisoner_dilemma,defect,cooperate,5.0,8.0,0.44114,0.5,1,medium,fixed,0.6913197570570883,0.65,"standard mock policy chose defect; p_cooperate=0.691, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,14,12,prisoner_dilemma,cooperate,defect,0.0,8.0,0.5192599999999999,0.3,1,medium,fixed,0.742183605972249,0.5,"standard mock policy chose cooperate; p_cooperate=0.742, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,6,15,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,1,medium,fixed,0.6941536864989067,0.5,"standard mock policy chose cooperate; p_cooperate=0.694, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,15,6,prisoner_dilemma,cooperate,cooperate,3.0,5.0,0.3507,0.3,1,medium,fixed,0.7249705812584651,0.5,"standard mock policy chose cooperate; p_cooperate=0.725, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,16,7,prisoner_dilemma,defect,cooperate,5.0,10.0,0.2793,0.3,1,medium,fixed,0.6521154359572927,0.65,"standard mock policy chose defect; p_cooperate=0.652, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,7,16,prisoner_dilemma,cooperate,defect,0.0,6.0,0.3507,0.3,1,medium,fixed,0.7180782755486039,0.5,"standard mock policy chose cooperate; p_cooperate=0.718, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,17,1,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,1,medium,fixed,0.6855551590806062,0.5,"standard mock policy chose cooperate; p_cooperate=0.686, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,1,17,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.4831399999999999,0.3,1,medium,fixed,0.7609339121870272,0.5,"standard mock policy chose cooperate; p_cooperate=0.761, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,8,18,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6819719999999999,0.5,1,medium,fixed,0.6862266035504505,0.5,"standard mock policy chose cooperate; p_cooperate=0.686, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,18,8,prisoner_dilemma,cooperate,cooperate,3.0,7.0,0.5192599999999999,0.3,1,medium,fixed,0.7671227312652056,0.5,"standard mock policy chose cooperate; p_cooperate=0.767, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,11,3,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,1,medium,fixed,0.8734699427751798,0.5,"standard mock policy chose cooperate; p_cooperate=0.873, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,3,3,11,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,1,medium,fixed,0.8273968767496769,0.5,"standard mock policy chose cooperate; p_cooperate=0.827, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,10,0,prisoner_dilemma,cooperate,defect,0.0,6.0,0.72649592,0.5,1,medium,fixed,0.7702946443325174,0.5,"standard mock policy chose cooperate; p_cooperate=0.770, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,0,10,prisoner_dilemma,defect,cooperate,5.0,16.0,0.308798,0.3,1,medium,fixed,0.7952566753129648,0.65,"standard mock policy chose defect; p_cooperate=0.795, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,14,8,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.5865636,0.3,1,medium,fixed,0.8022072604777848,0.5,"standard mock policy chose cooperate; p_cooperate=0.802, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,8,14,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.72649592,0.5,1,medium,fixed,0.819603299265696,0.5,"standard mock policy chose cooperate; p_cooperate=0.820, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,12,11,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.5193804,0.3,1,medium,fixed,0.8274712140270658,0.5,"standard mock policy chose cooperate; p_cooperate=0.827, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,11,12,prisoner_dilemma,cooperate,cooperate,3.0,12.0,0.72649592,0.5,1,medium,fixed,0.8268500344381149,0.5,"standard mock policy chose cooperate; p_cooperate=0.827, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,16,15,prisoner_dilemma,cooperate,cooperate,3.0,13.0,0.3801979999999999,0.3,1,medium,fixed,0.6756081374204508,0.5,"standard mock policy chose cooperate; p_cooperate=0.676, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,15,16,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441602,0.3,1,medium,fixed,0.7047472446495782,0.5,"standard mock policy chose cooperate; p_cooperate=0.705, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,5,17,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.5865636,0.3,1,medium,fixed,0.8807004243437784,0.5,"standard mock policy chose cooperate; p_cooperate=0.881, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,17,5,prisoner_dilemma,cooperate,cooperate,3.0,12.0,0.72649592,0.5,1,medium,fixed,0.7710484017873377,0.5,"standard mock policy chose cooperate; p_cooperate=0.771, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,4,6,prisoner_dilemma,defect,cooperate,5.0,11.0,0.47738040000000004,0.5,1,medium,fixed,0.9074393171706813,0.65,"standard mock policy chose defect; p_cooperate=0.907, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,6,4,prisoner_dilemma,cooperate,defect,0.0,9.0,0.72649592,0.5,1,medium,fixed,0.8696933980514585,0.5,"standard mock policy chose cooperate; p_cooperate=0.870, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,18,3,prisoner_dilemma,cooperate,cooperate,3.0,10.0,0.5865636,0.3,1,medium,fixed,0.8153663949639693,0.5,"standard mock policy chose cooperate; p_cooperate=0.815, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,3,18,prisoner_dilemma,cooperate,cooperate,3.0,12.0,0.72649592,0.5,1,medium,fixed,0.7510832735098265,0.5,"standard mock policy chose cooperate; p_cooperate=0.751, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,13,19,prisoner_dilemma,cooperate,defect,0.0,11.0,0.5865636,0.3,1,medium,fixed,0.8056170438009584,0.5,"standard mock policy chose cooperate; p_cooperate=0.806, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,19,13,prisoner_dilemma,defect,cooperate,5.0,11.0,0.47738040000000004,0.5,1,medium,fixed,0.7702706090880083,0.65,"standard mock policy chose defect; p_cooperate=0.770, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,9,7,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.72649592,0.5,1,medium,fixed,0.7629991519047669,0.5,"standard mock policy chose cooperate; p_cooperate=0.763, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,7,9,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.441602,0.3,1,medium,fixed,0.7650409070940019,0.5,"standard mock policy chose cooperate; p_cooperate=0.765, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,1,2,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.5555003999999999,0.3,1,medium,fixed,0.8106615826427341,0.5,"standard mock policy chose cooperate; p_cooperate=0.811, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,4,2,1,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.5865636,0.3,1,medium,fixed,0.8304082733870161,0.5,"standard mock policy chose cooperate; p_cooperate=0.830, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,12,11,prisoner_dilemma,cooperate,defect,0.0,11.0,0.5866671439999999,0.3,1,medium,fixed,0.8566863390090954,0.5,"standard mock policy chose cooperate; p_cooperate=0.857, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,11,12,prisoner_dilemma,defect,cooperate,5.0,17.0,0.508547144,0.5,1,medium,fixed,0.7256129186926529,0.65,"standard mock policy chose defect; p_cooperate=0.726, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,13,9,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.6444446959999999,0.5,1,medium,fixed,0.9127553918587209,0.5,"standard mock policy chose cooperate; p_cooperate=0.913, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,9,13,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.7647864912,0.5,1,medium,fixed,0.8187177227500377,0.5,"standard mock policy chose cooperate; p_cooperate=0.819, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,2,14,prisoner_dilemma,cooperate,cooperate,3.0,17.0,0.6444446959999999,0.5,1,medium,fixed,0.8487045784729478,0.5,"standard mock policy chose cooperate; p_cooperate=0.849, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,14,2,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.6444446959999999,0.5,1,medium,fixed,0.7897341835481565,0.5,"standard mock policy chose cooperate; p_cooperate=0.790, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,1,0,prisoner_dilemma,defect,defect,1.0,15.0,0.38885028,0.3,1,medium,fixed,0.7868108643665652,0.65,"standard mock policy chose defect; p_cooperate=0.787, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,0,1,prisoner_dilemma,defect,defect,1.0,17.0,0.21615860000000003,0.3,1,medium,fixed,0.7690970131915651,0.65,"standard mock policy chose defect; p_cooperate=0.769, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,15,3,prisoner_dilemma,defect,cooperate,5.0,13.0,0.30912140000000005,0.3,1,medium,fixed,0.8493837400511062,0.65,"standard mock policy chose defect; p_cooperate=0.849, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,3,15,prisoner_dilemma,cooperate,defect,0.0,12.0,0.7647864912,0.5,1,medium,fixed,0.7049227378564913,0.5,"standard mock policy chose cooperate; p_cooperate=0.705, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,8,10,prisoner_dilemma,cooperate,cooperate,3.0,12.0,0.7647864912,0.5,1,medium,fixed,0.9303419715923618,0.5,"standard mock policy chose cooperate; p_cooperate=0.930, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,10,8,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.7647864912,0.5,1,medium,fixed,0.780223952837322,0.5,"standard mock policy chose cooperate; p_cooperate=0.780, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,4,6,prisoner_dilemma,cooperate,defect,0.0,11.0,0.550547144,0.3,1,medium,fixed,0.8072380575586589,0.5,"standard mock policy chose cooperate; p_cooperate=0.807, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,6,4,prisoner_dilemma,defect,cooperate,5.0,14.0,0.508547144,0.5,1,medium,fixed,0.8532364792552534,0.65,"standard mock policy chose defect; p_cooperate=0.853, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,16,18,prisoner_dilemma,cooperate,cooperate,3.0,16.0,0.4669702799999999,0.3,1,medium,fixed,0.7328846126929788,0.5,"standard mock policy chose cooperate; p_cooperate=0.733, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,18,16,prisoner_dilemma,cooperate,cooperate,3.0,13.0,0.6444446959999999,0.5,1,medium,fixed,0.6364022779996923,0.5,"standard mock policy chose cooperate; p_cooperate=0.636, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,7,17,prisoner_dilemma,defect,cooperate,5.0,14.0,0.30912140000000005,0.3,1,medium,fixed,0.7621586987659412,0.65,"standard mock policy chose defect; p_cooperate=0.762, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,17,7,prisoner_dilemma,cooperate,defect,0.0,12.0,0.7647864912,0.5,1,medium,fixed,0.7863895556868449,0.5,"standard mock policy chose cooperate; p_cooperate=0.786, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,5,19,prisoner_dilemma,cooperate,cooperate,3.0,17.0,0.6444446959999999,0.5,1,medium,fixed,0.7811090430703505,0.5,"standard mock policy chose cooperate; p_cooperate=0.781, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,5,19,5,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.550547144,0.3,1,medium,fixed,0.8220363506341336,0.5,"standard mock policy chose cooperate; p_cooperate=0.822, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,9,0,prisoner_dilemma,cooperate,cooperate,3.0,12.0,0.7977163824319999,0.5,1,medium,fixed,0.7655898973528978,0.5,"standard mock policy chose cooperate; p_cooperate=0.766, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,0,9,prisoner_dilemma,cooperate,cooperate,3.0,20.0,0.325896396,0.3,1,medium,fixed,0.7471551881618336,0.5,"standard mock policy chose cooperate; p_cooperate=0.747, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,1,14,prisoner_dilemma,cooperate,cooperate,3.0,18.0,0.47441124079999997,0.3,1,medium,fixed,0.8264334389757557,0.5,"standard mock policy chose cooperate; p_cooperate=0.826, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,14,1,prisoner_dilemma,cooperate,cooperate,3.0,17.0,0.6942224385599999,0.5,1,medium,fixed,0.8061329952149286,0.5,"standard mock policy chose cooperate; p_cooperate=0.806, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,8,12,prisoner_dilemma,cooperate,cooperate,3.0,15.0,0.7977163824319999,0.5,1,medium,fixed,0.7895613587469611,0.5,"standard mock policy chose cooperate; p_cooperate=0.790, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,12,8,prisoner_dilemma,cooperate,cooperate,3.0,14.0,0.6445337438399998,0.3,1,medium,fixed,0.8712889008964344,0.5,"standard mock policy chose cooperate; p_cooperate=0.871, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,5,13,prisoner_dilemma,defect,cooperate,5.0,22.0,0.4511112871999999,0.5,1,medium,fixed,0.7770219614144983,0.65,"standard mock policy chose defect; p_cooperate=0.777, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,13,5,prisoner_dilemma,cooperate,defect,0.0,14.0,0.6942224385599999,0.5,1,medium,fixed,0.7602890035322684,0.5,"standard mock policy chose cooperate; p_cooperate=0.760, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,3,11,prisoner_dilemma,cooperate,defect,0.0,12.0,0.7977163824319999,0.5,1,medium,fixed,0.8300877807673167,0.5,"standard mock policy chose cooperate; p_cooperate=0.830, mode=fixed, risk=medium",False
rex_baseline,fixed_mid_temperature,6,11,3,prisoner_dilemma,defect,cooperate,5.0,22.0,0.3559830008,0.3,1,medium,fixed,0.8050631911410243,0.65,"standard mock policy chose defect; p_cooperate=0.805, mode=fixed, risk=medium",False
